CustomerName,Segment,Country,City,Region,ProductCategory,SubCategory,ProductName,Sales,Quantity,Discount,Profit,ShippingCost,PaymentMethod,ShippingDuration,CustomerRating
12.96132596685083,12.473374714145704,13.005627462014631,13.433162892622352,13.911573068569655,12.746115427302996,13.739495798319327,13.739495798319327,1575.0,16.0,50.0,600.0,43.000000000000014,1354.0,437.0,-1.0
13.160611854684513,14.504836759371221,13.922901199314678,13.193986065273194,14.055341055341055,13.704569606801275,13.887749595250945,13.887749595250945,3705.0,9.0,5.0,-140.00000000000003,0.0,1422.0,215.0,1.0
13.395701643489254,14.504836759371221,12.506988564167726,13.193986065273194,13.911573068569655,12.746115427302996,13.739495798319327,13.739495798319327,2499.0,18.0,10.0,-500.0,500.0,1354.0,196.0,3.0
13.986734049273531,12.473374714145704,14.212899543378995,13.562134502923977,12.426806670784435,13.704569606801275,13.887749595250945,13.887749595250945,1371.0,10.0,110.0,-500.0,124.0,1354.0,529.0,-1.0
14.14377406931964,13.534493474207583,13.104287369640788,13.779356768885565,13.911573068569655,13.704569606801275,13.887749595250945,13.887749595250945,3360.0,3.0,8.0,500.0,20.999999999999986,1422.0,215.0,-1.0
13.029132362254591,12.473374714145704,13.005627462014631,13.433162892622352,12.75689223057644,12.746115427302996,13.739495798319327,13.739495798319327,3300.0,11.0,0.0,100.0,10.0,2702.0,156.0,3.0
13.986734049273531,13.432360742705571,13.104287369640788,13.779356768885565,12.426806670784435,13.654843832715722,13.702789699570815,13.702789699570815,3794.0,4.0,-10.000000000000004,160.0,100.0,1354.0,193.0,2.0
13.395701643489254,12.473374714145704,14.212899543378995,13.193986065273194,13.911573068569655,12.746115427302996,11.728699551569507,11.728699551569507,2009.0,19.0,35.0,-2.842170943040401e-14,100.0,2702.0,215.0,6.0
13.160611854684513,14.504836759371221,13.922901199314678,13.567790262172284,12.426806670784435,12.746115427302996,11.728699551569507,11.728699551569507,1678.0,2.0,10.0,0.0,10.0,1380.0,326.0,-1.0
12.96132596685083,14.088729016786571,13.104287369640788,13.779356768885565,13.911573068569655,12.746115427302996,13.739495798319327,13.739495798319327,2254.0,18.0,110.0,-500.0,0.0,1354.0,38.0,4.0
13.395701643489254,13.534493474207583,14.212899543378995,13.562134502923977,13.911573068569655,12.746115427302996,13.739495798319327,13.739495798319327,4444.0,-3.000000000000001,50.0,-500.0,5.0,1354.0,215.0,-1.0
13.395701643489254,14.504836759371221,13.005627462014631,13.433162892622352,13.911573068569655,13.654843832715722,13.702789699570815,13.702789699570815,4741.0,-2.000000000000001,0.0,-100.00000000000003,0.0,1380.0,351.0,4.0
14.14377406931964,13.432360742705571,13.922901199314678,13.193986065273194,12.75689223057644,13.669324827219564,13.66125541125541,13.66125541125541,4791.0,4.4,110.0,0.0,10.0,1354.0,215.0,1.0
13.160611854684513,14.088729016786571,13.387814879906268,13.193986065273194,13.625331564986737,12.746115427302996,11.728699551569507,11.728699551569507,2460.0,-4.000000000000001,50.0,-140.00000000000003,100.0,1354.0,215.0,-1.0
14.14377406931964,14.504836759371221,13.387814879906268,13.37683284457478,13.625331564986737,13.654843832715722,13.702789699570815,13.702789699570815,-87.0,18.0,5.0,500.0,100.0,1380.0,220.0,6.0
13.395701643489254,12.473374714145704,13.922901199314678,13.193986065273194,13.911573068569655,12.746115427302996,11.728699551569507,11.728699551569507,2813.0,17.0,110.0,-500.0,100.0,2702.0,72.0,-1.0
13.395701643489254,12.473374714145704,14.212899543378995,13.562134502923977,12.426806670784435,13.654843832715722,13.702789699570815,13.702789699570815,2403.0,8.2,0.0,0.0,10.0,1380.0,215.0,1.0
12.96132596685083,14.088729016786571,13.922901199314678,13.567790262172284,13.625331564986737,12.746115427302996,13.739495798319327,13.739495798319327,1957.0,2.0,10.0,500.0,100.0,1422.0,215.0,5.0
13.395701643489254,13.432360742705571,13.922901199314678,13.567790262172284,12.426806670784435,12.746115427302996,11.728699551569507,11.728699551569507,3502.0,-1.0000000000000009,22.0,500.0,5.0,1288.0,215.0,3.0
12.96132596685083,14.088729016786571,13.922901199314678,13.567790262172284,13.625331564986737,13.669324827219564,13.66125541125541,13.66125541125541,851.0,16.0,0.0,1000.0,10.0,1288.0,36.0,3.0
14.14377406931964,14.504836759371221,13.104287369640788,13.779356768885565,12.75689223057644,12.746115427302996,13.739495798319327,13.739495798319327,3835.0,3.0,5.0,-500.0,10.0,1422.0,215.0,4.0
13.029132362254591,13.534493474207583,13.104287369640788,13.193986065273194,14.055341055341055,13.704569606801275,13.887749595250945,13.887749595250945,4035.0,10.0,5.0,-100.00000000000003,241.0,1380.0,179.0,1.0
14.14377406931964,12.473374714145704,13.922901199314678,13.567790262172284,14.055341055341055,13.669324827219564,13.66125541125541,13.66125541125541,-43.0,-5.000000000000001,25.0,500.0,124.0,1354.0,215.0,5.0
13.986734049273531,14.088729016786571,14.212899543378995,13.562134502923977,13.625331564986737,15.949363885074854,13.346774193560401,15.666666666666664,2505.0,20.0,5.0,1000.0,0.0,1354.0,26.0,3.0
13.395701643489254,13.534493474207583,13.104287369640788,13.779356768885565,13.911573068569655,12.746115427302996,11.728699551569507,11.728699551569507,845.9999999999998,10.0,5.0,-79.99999999999997,100.0,1380.0,215.0,-1.0
12.96132596685083,12.473374714145704,13.387814879906268,13.37683284457478,13.911573068569655,13.704569606801275,13.887749595250945,13.887749595250945,512.0,9.0,25.0,100.0,100.0,2702.0,215.0,5.0
13.160611854684513,12.473374714145704,14.212899543378995,13.562134502923977,12.75689223057644,13.654843832715722,13.702789699570815,13.702789699570815,4221.0,0.0,10.0,99.99999999999996,0.0,1422.0,113.0,5.0
14.14377406931964,13.432360742705571,13.922901199314678,13.567790262172284,13.911573068569655,12.746115427302996,11.728699551569507,11.728699551569507,2352.0,10.0,5.0,0.0,500.0,1422.0,215.0,6.0
13.986734049273531,13.432360742705571,12.506988564167726,13.193986065273194,12.75689223057644,13.704569606801275,13.887749595250945,13.887749595250945,2857.0,9.0,50.0,100.0,5.0,2702.0,385.0,-1.0
13.986734049273531,13.432360742705571,13.922901199314678,13.567790262172284,13.911573068569655,12.746115427302996,13.739495798319327,13.739495798319327,4233.0,3.0,25.0,100.0,5.0,1380.0,231.0,5.0
13.160611854684513,13.432360742705571,13.104287369640788,13.779356768885565,12.426806670784435,12.746115427302996,11.728699551569507,11.728699551569507,2046.0,11.0,10.0,0.0,0.0,1288.0,183.0,4.0
13.160611854684513,14.504836759371221,13.387814879906268,13.193986065273194,12.426806670784435,12.746115427302996,11.728699551569507,11.728699551569507,3316.0,10.0,-10.000000000000004,0.0,100.0,1354.0,245.0,-1.0
13.029132362254591,14.088729016786571,12.506988564167726,13.193986065273194,13.911573068569655,13.704569606801275,13.887749595250945,13.887749595250945,56.0,20.0,10.0,-100.00000000000003,100.0,1288.0,215.0,-1.0
13.160611854684513,13.534493474207583,13.104287369640788,13.779356768885565,12.426806670784435,12.746115427302996,11.728699551569507,11.728699551569507,830.9999999999998,20.0,50.0,219.99999999999997,0.0,1380.0,215.0,3.0
12.96132596685083,12.473374714145704,14.212899543378995,13.562134502923977,12.75689223057644,13.669324827219564,13.66125541125541,13.66125541125541,1963.0,10.0,38.0,-500.0,5.0,1354.0,215.0,5.0
13.029132362254591,13.432360742705571,14.212899543378995,13.562134502923977,14.055341055341055,13.654843832715722,13.702789699570815,13.702789699570815,3285.0,-3.000000000000001,0.0,400.0,100.0,2702.0,215.0,-1.0
13.160611854684513,13.432360742705571,13.922901199314678,13.567790262172284,13.911573068569655,13.654843832715722,13.702789699570815,13.702789699570815,2727.0,16.0,-10.000000000000004,100.0,500.0,1354.0,215.0,6.0
13.029132362254591,12.473374714145704,13.104287369640788,13.779356768885565,12.75689223057644,12.746115427302996,11.728699551569507,11.728699551569507,2015.0,-1.0000000000000009,110.0,-500.0,100.0,1380.0,215.0,2.0
14.14377406931964,14.088729016786571,13.387814879906268,13.193986065273194,14.055341055341055,12.746115427302996,13.739495798319327,13.739495798319327,1547.0,-5.000000000000001,10.0,-500.0,64.00000000000001,1354.0,215.0,6.0
13.986734049273531,12.473374714145704,13.005627462014631,13.433162892622352,13.911573068569655,13.669324827219564,13.66125541125541,13.66125541125541,4771.0,-1.0000000000000009,0.0,100.0,102.0,1354.0,414.0,1.0
13.160611854684513,14.088729016786571,13.387814879906268,13.37683284457478,13.911573068569655,12.746115427302996,11.728699551569507,11.728699551569507,1575.0,5.0,0.0,-100.00000000000003,500.0,2702.0,52.0,3.0
13.986734049273531,13.432360742705571,14.212899543378995,13.562134502923977,14.055341055341055,13.669324827219564,13.66125541125541,13.66125541125541,3059.0,6.0,-10.000000000000004,1000.0,0.0,1288.0,215.0,4.0
13.160611854684513,14.504836759371221,13.104287369640788,13.779356768885565,13.625331564986737,13.704569606801275,13.887749595250945,13.887749595250945,1999.0,3.0,5.0,0.0,10.0,2702.0,215.0,6.0
12.96132596685083,14.088729016786571,13.005627462014631,13.433162892622352,12.426806670784435,12.746115427302996,13.739495798319327,13.739495798319327,3235.0,-4.000000000000001,4.0,100.0,0.0,1354.0,215.0,-1.0
